Tour Code; Tour Description; Year; Tourn.#; Player #; Course #; Permanent Tournament #; Player First Name; Player Last Name; Round; Tournament Name;Course Name; Hole; Hole Score; Par Value; Yardage;  Shot; Shot Type(S/P/D);# of Strokes; From Location(Scorer); From Location(Laser); To Location(Scorer); To Location(Laser); Distance; Distance to Pin; In the Hole Flag; Around the Green Flag;1st Putt Flag; Distance to Hole after the Shot; Time; Lie; Elevation; Slope; X Coordinate; Y Coordinate;  Z Coordinate; Distance from Center; Distance from Edge
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;03;S;1;Green;Unknown;;;00031;00031;Y;N;;00000000000;1351;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;01;S;1;Tee Box;;Fairway Bunker;Unknown;09862;14508;N;N;;00000004735;1354;Good;With;Level; 11,457.6120;  9,722.6940;    520.1580;01023;00411
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;02;S;1;Fairway Bunker;Unknown;Green;Unknown;04807;04735;N;N;;00000000177;1359;Good;With;Level; 11,059.4860;  9,679.8790;    510.3130;00148;01537
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;03;S;1;Green;Unknown;Green;Unknown;00195;00177;N;N;Y;00000000013;1402;Good;With;Level; 11,067.2110;  9,665.6150;    510.0860;00014;01443
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;04;S;1;Green;Unknown;;;00013;00013;Y;N;;00000000000;1403;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;01;S;1;Tee Box;;Fairway;Right Fairway;10237;17064;N;N;;00000006877;1405;Good;With;Level; 11,650.5580;  9,427.3970;    521.2390;00058;00303
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;02;S;1;Fairway;Right Fairway;Green Side Bunker;Right Front Green Side Bunker;06512;06877;N;Y;;00000000444;1410;Good;With;Level; 12,192.4340;  9,444.4620;    545.1360;00250;00216
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;03;S;1;Green Side Bunker;Right Front Green Side Bunker;Green;Unknown;00397;00444;N;N;;00000000051;1415;Good;With;Level; 12,219.1400;  9,462.9670;    551.2320;00042;00123
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;04;S;1;Green;Unknown;;;00051;00051;Y;N;Y;00000000000;1417;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;01;S;1;Tee Box;;Fairway;Left Fairway;10212;16056;N;N;;00000005859;1420;Good;With;Level; 11,424.0540;  9,262.4150;    514.8480;00457;00052
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;02;S;1;Fairway;Left Fairway;Green;Unknown;05789;05859;N;N;;00000000297;1425;Good;With;Level; 10,942.2900;  9,284.8850;    504.1850;00282;00366
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;03;S;1;Green;Unknown;Green;Unknown;00318;00297;N;N;Y;00000000022;1428;Good;With;Level; 10,936.7410;  9,259.0280;    505.0670;00022;00170
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;04;S;1;Green;Unknown;;;00022;00022;Y;N;;00000000000;1428;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;10615;19224;N;N;;00000008352;1432;Good;With;Level; 11,585.0740;  8,944.1460;    503.7350;00307;00070
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;02;S;1;Intermediate Rough;Right Intermediate;Green Side Bunker;Right Green Side Bunker;07434;08352;N;Y;;00000000922;1439;N/A;With;Level; 12,139.7430;  8,671.7670;    547.9090;00136;00180
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;03;S;1;Green Side Bunker;Right Green Side Bunker;Green;Unknown;00899;00922;N;N;;00000000050;1445;Good;With;Level; 12,204.9750;  8,635.6220;    554.6190;00040;00195
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;04;S;1;Green;Unknown;;;00050;00050;Y;N;Y;00000000000;1447;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;16; 4;04;481;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;11107;17496;N;N;;00000006469;1449;Good;With;Level; 11,286.4220;  8,539.6540;    498.5990;00357;00040
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;16; 4;04;481;02;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;06171;06469;N;N;;00000000396;1454;N/A;With;Level; 10,773.0690;  8,565.7750;    482.8580;00272;00257
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;16; 4;04;481;03;S;1;Green;Unknown;Green;Unknown;00390;00396;N;N;Y;00000000014;1459;Good;With;Level; 10,747.2140;  8,546.0950;    483.7170;00016;00224
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;16; 4;04;481;04;S;1;Green;Unknown;;;00014;00014;Y;N;;00000000000;1500;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;01;S;1;Tee Box;;Fairway;Left Fairway;10444;16596;N;N;;00000006173;1503;Good;With;Level; 10,576.4970;  9,184.5910;    476.8470;00308;00201
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;02;S;1;Fairway;Left Fairway;Green;Unknown;05699;06173;N;N;;00000000598;1509;Good;With;Level; 10,597.9590;  9,659.0040;    479.5340;00374;00248
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;03;S;1;Green;Unknown;Green;Unknown;00562;00598;N;N;Y;00000000045;1514;Good;With;Level; 10,627.5390;  9,695.3570;    480.2570;00045;00166
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;04;S;1;Green;Unknown;;;00045;00045;Y;N;;00000000000;1515;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;18; 4;03;235;01;S;1;Tee Box;;Primary Rough;Left Rough;07495;07524;N;Y;;00000000471;1517;Good;With;Level; 10,141.1490;  9,783.4590;    491.7370;00470;00280
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;18; 4;03;235;02;S;1;Primary Rough;Left Rough;Green;Unknown;00817;00471;N;N;;00000000445;1527;N/A;With;Level; 10,169.4180;  9,845.4180;    492.9140;00298;00152
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;18; 4;03;235;03;S;1;Green;Unknown;Green;Unknown;00421;00445;N;N;Y;00000000024;1528;Good;With;Level; 10,141.5100;  9,824.1410;    494.3320;00017;00187
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;18; 4;03;235;04;S;1;Green;Unknown;;;00024;00024;Y;N;;00000000000;1528;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;01;S;1;Tee Box;;Primary Rough;Left Rough;10175;15444;N;N;;00000005369;1300;Good;With;Level;  9,124.8950;  9,764.2050;    479.0070;00546;00122
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;02;S;1;Primary Rough;Left Rough;Green;Unknown;05198;05369;N;N;;00000000227;1305;N/A;With;Level;  8,699.7980;  9,843.4690;    504.0650;00164;00198
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;03;S;1;Green;Unknown;Green;Unknown;00223;00227;N;N;Y;00000000005;1311;Good;With;Level;  8,688.2380;  9,857.9830;    503.8070;00006;00146
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;04;S;1;Green;Unknown;;;00005;00005;Y;N;;00000000000;1311;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;01;S;1;Tee Box;;Green;Unknown;08190;07992;N;N;;00000000193;1313;Good;With;Level;  9,244.2970; 10,036.3360;    491.7840;00073;00091
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;02;S;1;Green;Unknown;Green;Unknown;00196;00193;N;N;Y;00000000021;1319;Good;With;Level;  9,228.0160; 10,037.6250;    491.3930;00022;00210
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;03;S;1;Green;Unknown;;;00021;00021;Y;N;;00000000000;1319;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;01;S;1;Tee Box;;Fairway;Right Fairway;10083;14436;N;N;;00000004336;1321;Good;With;Level;  8,453.4450; 10,078.1070;    507.0650;00199;00188
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;02;S;1;Fairway;Right Fairway;Intermediate Rough;Right Intermediate;04549;04336;N;Y;;00000000248;1327;Good;With;Level;  8,075.8540; 10,106.5410;    525.0900;00148;00012
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;03;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;00219;00248;N;N;;00000000039;1332;N/A;With;Level;  8,092.8950; 10,113.1020;    524.4470;00039;00176
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;04;S;1;Green;Unknown;;;00039;00039;Y;N;Y;00000000000;1332;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;01;S;1;Tee Box;;Fairway;Left Fairway;10367;15408;N;N;;00000005083;1334;Good;With;Level;  8,137.5890;  9,283.5440;    512.5000;00123;00156
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;02;S;1;Fairway;Left Fairway;Green;Unknown;05185;05083;N;N;;00000000334;1338;Good;With;Level;  8,112.2320;  8,852.4880;    527.9560;00327;00071
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;03;S;1;Green;Unknown;Green;Unknown;00356;00334;N;N;Y;00000000016;1342;Good;With;Level;  8,140.7590;  8,860.5480;    528.1270;00017;00143
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;04;S;1;Green;Unknown;;;00016;00016;Y;N;;00000000000;1342;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;01;S;1;Tee Box;;Primary Rough;Right Rough;10762;19116;N;N;;00000008331;1346;Good;With;Level;  9,073.3750;  8,583.3790;    494.5680;00476;00121
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;02;S;1;Primary Rough;Right Rough;Primary Rough;Right Rough;07913;08331;N;Y;;00000000741;1352;N/A;With;Level;  9,722.8660;  8,470.0520;    484.6920;00621;00046
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;03;S;1;Primary Rough;Right Rough;Green;Unknown;00696;00741;N;N;;00000000046;1357;N/A;With;Level;  9,761.3510;  8,513.3930;    484.5600;00036;00235
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;04;S;1;Green;Unknown;;;00046;00046;Y;N;Y;00000000000;1359;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;01;S;1;Tee Box;;Green;Unknown;05838;05472;N;N;;00000000328;1404;Good;With;Level;  9,864.4560;  8,806.5640;    475.2980;00022;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;02;S;1;Green;Unknown;Green;Unknown;00333;00328;N;N;Y;00000000007;1409;Good;With;Level;  9,867.1990;  8,778.9760;    474.8210;00009;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;03;S;1;Green;Unknown;;;00007;00007;Y;N;;00000000000;1409;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;01;S;1;Tee Box;;Intermediate Rough;Left Intermediate;09186;15984;N;N;;00000006673;1413;Good;With;Level;  8,979.0120;  8,949.0400;    496.3670;00674;00037
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;02;S;1;Intermediate Rough;Left Intermediate;Green;Unknown;06602;06673;N;N;;00000000280;1418;N/A;With;Level;  8,437.7200;  8,854.5590;    523.2950;00277;00239
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;03;S;1;Green;Unknown;Green;Unknown;00311;00280;N;N;Y;00000000025;1423;Good;With;Level;  8,427.2630;  8,878.2230;    522.6200;00027;00130
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;04;S;1;Green;Unknown;;;00025;00025;Y;N;;00000000000;1424;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;08; 5;04;405;01;S;1;Tee Box;;Intermediate Rough;Left Intermediate;09604;14724;N;N;;00000004848;1427;Good;With;Level;  8,388.2560;  9,356.6910;    524.5580;00701;00007
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;08; 5;04;405;02;S;1;Intermediate Rough;Left Intermediate;Fairway;Left Fairway;05208;04848;N;Y;;00000000511;1432;N/A;With;Level;  8,164.9370;  9,728.8150;    520.9950;00328;00090
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;08; 5;04;405;03;S;1;Fairway;Left Fairway;Green;Unknown;00514;00511;N;N;;00000000056;1435;Good;With;Level;  8,204.6580;  9,712.9490;    523.2440;00046;00082
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;08; 5;04;405;04;S;1;Green;Unknown;Green;Unknown;00082;00056;N;N;Y;00000000033;1437;Good;With;Level;  8,209.0470;  9,718.2250;    523.2400;00032;00159
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;08; 5;04;405;05;S;1;Green;Unknown;;;00033;00033;Y;N;;00000000000;1437;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;01;S;1;Tee Box;;Fairway;Right Fairway;11110;21384;N;N;;00000010272;1440;Good;With;Level;  8,948.8490;  9,588.1290;    495.4270;00049;00421
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;02;S;1;Fairway;Right Fairway;Fairway;Right Fairway;07690;10272;N;N;;00000002587;1445;Good;With;Level;  9,589.3420;  9,575.7430;    479.2540;00301;00315
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;03;S;1;Fairway;Right Fairway;Green;Unknown;02679;02587;N;N;;00000000152;1448;Good;With;Level;  9,812.5080;  9,568.6450;    481.6020;00136;00302
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;04;S;1;Green;Unknown;;;00152;00152;Y;N;Y;00000000000;1451;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;01;S;1;Tee Box;;Intermediate Rough;Left Intermediate;09532;16056;N;N;;00000006609;1455;Good;With;Level; 11,049.7460; 10,025.4310;    504.0690;00341;00038
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;02;S;1;Intermediate Rough;Left Intermediate;Green;Unknown;06834;06609;N;N;;00000000224;1500;N/A;With;Level; 11,602.9880;  9,892.7720;    528.8940;00033;00185
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;03;S;1;Green;Unknown;Green;Unknown;00243;00224;N;N;Y;00000000023;1505;Good;With;Level; 11,582.9390;  9,895.3400;    528.1710;00018;00113
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;04;S;1;Green;Unknown;;;00023;00023;Y;N;;00000000000;1505;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;01;S;1;Tee Box;;Green;Unknown;06677;06588;N;N;;00000000171;1509;Good;With;Level; 12,176.5480;  9,860.2110;    545.1580;00157;00356
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;02;S;1;Green;Unknown;Green;Unknown;00181;00171;N;N;Y;00000000021;1515;Good;With;Level; 12,164.8970;  9,850.6940;    545.1350;00004;00182
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;03;S;1;Green;Unknown;;;00021;00021;Y;N;;00000000000;1515;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;01;S;1;Tee Box;;Primary Rough;Left Rough;10352;14508;N;N;;00000004336;1517;Good;With;Level; 11,417.6450;  9,579.2890;    514.5300;00729;00399
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;02;S;1;Primary Rough;Left Rough;Green;Unknown;04167;04336;N;N;;00000000182;1523;N/A;With;Level; 11,082.1520;  9,668.8570;    509.8880;00038;01263
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;03;S;1;Green;Unknown;Green;Unknown;00197;00182;N;N;Y;00000000013;1527;Good;With;Level; 11,065.9840;  9,666.0010;    510.1210;00011;01458
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;04;S;1;Green;Unknown;;;00013;00013;Y;N;;00000000000;1528;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;01;S;1;Tee Box;;Fairway;Right Fairway;10183;17064;N;N;;00000006950;1530;Good;With;Level; 11,645.1530;  9,418.0630;    520.9310;00166;00209
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;02;S;1;Fairway;Right Fairway;Green;Unknown;06870;06950;N;N;;00000000175;1536;Good;With;Uphill; 12,213.6310;  9,479.0390;    551.1470;00154;00258
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;03;S;1;Green;Unknown;Green;Unknown;00187;00175;N;N;Y;00000000014;1540;Good;With;Level; 12,223.0780;  9,466.5970;    551.2920;00001;00177
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;04;S;1;Green;Unknown;;;00014;00014;Y;N;;00000000000;1540;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;01;S;1;Tee Box;;Fairway;Left Fairway;10664;16056;N;N;;00000005407;1544;Good;With;Level; 11,386.4340;  9,264.1810;    513.1220;00399;00024
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;02;S;1;Fairway;Left Fairway;Green;Unknown;05786;05407;N;N;;00000000477;1548;Good;With;Level; 10,904.8570;  9,286.2680;    504.7090;00334;00137
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;03;S;1;Green;Unknown;Green;Unknown;00455;00477;N;N;Y;00000000023;1551;Good;With;Level; 10,933.7800;  9,261.7300;    504.9480;00013;00216
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;04;S;1;Green;Unknown;;;00023;00023;Y;N;;00000000000;1553;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;01;S;1;Tee Box;;Fairway;Left Fairway;10413;19224;N;N;;00000008748;1556;Good;With;Level; 11,567.9910;  8,982.4670;    503.1620;00033;00381
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;02;S;1;Fairway;Left Fairway;Green;Unknown;08857;08748;N;N;;00000000199;1602;Good;With;Level; 12,219.5080;  8,639.5020;    555.0500;00188;00051
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;03;S;1;Green;Unknown;Green;Unknown;00221;00199;N;N;Y;00000000021;1609;Good;With;Level; 12,202.9820;  8,631.3960;    554.5150;00013;00165
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;04;S;1;Green;Unknown;;;00021;00021;Y;N;;00000000000;1610;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;03;TOUR Championship by Coca-Cola;East Lake GC;16; 5;04;481;01;S;1;Tee Box;;Fairway Bunker;Unknown;10329;17496;N;N;;00000007177;1612;Good;With;Level; 11,338.8170;  8,456.9560;    505.6810;00540;00146
